FC,2,4,1,0,3,3,
FC,2,4,1,0,3,3,
FC,2,3,1,1,3,3,
FC,2,3,0,1,3,3,
FC,2,3,0,1,3,3,
FC,2,3,0,1,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,3,0,0,3,3,
FC,2,2,0,1,3,3,
FC,2,2,0,1,3,3,
FC,2,2,0,1,3,3,
FC,2,2,0,1,3,3,
FC,2,2,0,1,3,3,
FC,2,2,0,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,1,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,1,2,0,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,1,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,1,0,3,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,2,0,0,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,1,1,3,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
FC,0,1,0,1,2,3,
