0.40623407878396395,0.055663392830673265,0.01840394883728268,0.0012101060073822364,0.001627521252887066,4.064644593385635E-4,0.005591596330692936,0.010975162195898265,0.06442709173209134,0.029455677183768996,0.05690768305152447,0.008958174910896777,0.09740225890893521,0.038029118167324856,0.017175882915267275,
0.008120838330829695,0.005626622375752356,8.948262894225008E-4,1.4259488419436352E-4,8.961467817041385E-5,1.0162841258306539E-5,4.223545091837396E-9,2.2833774296105138E-4,2.598679058800423E-4,3.337117567731032E-4,9.986310680469806E-5,9.561176577614415E-5,2.5269010097366545E-5,6.007003690203286E-6,3.083447465040535E-4,
7.148190771931136E-4,4.1309966647344663E-4,3.369875142723147E-5,1.1852948260489732E-5,7.779713773123322E-6,3.3415220432782547E-6,5.762634991313711E-7,1.3577223025992597E-5,1.4093649355047101E-5,2.698334346705242E-5,8.070525851421929E-7,2.5521900052846972E-5,1.5413093933853175E-5,4.513581755381267E-5,1.029381317426657E-4,
3.402463154865354E-4,3.844059640702044E-5,3.7725003416175825E-6,4.745574511937461E-6,3.903106923352425E-6,3.36562274172032E-6,5.508999284101553E-7,4.41014888311197E-6,6.671848407266683E-5,1.9886705780516582E-5,1.201977097263841E-5,2.1071787156618508E-5,1.789885463140035E-5,6.578917324707676E-5,7.767308988844758E-5,
3.46376285115623E-4,5.512068077707053E-6,1.5962640715105782E-6,4.427463937070095E-6,4.140298443105253E-6,4.570465602362864E-6,6.570368146852207E-7,3.870399108988689E-6,9.832367706544104E-5,2.9565002351913612E-5,2.2480367936081157E-5,2.021604709381768E-5,1.7434409956894494E-5,6.486142230025993E-5,6.872136235578528E-5,
3.722865349497904E-4,1.5244659085982373E-6,1.3668459052972054E-6,4.916658127886644E-6,4.948034248403284E-6,6.109851071909847E-6,7.750422364773235E-7,4.27894540167548E-6,1.2031068496308505E-4,4.255618042492815E-5,3.1979862825242264E-5,1.954333283695979E-5,1.580608135439231E-5,5.558047079326904E-5,6.259007885166579E-5,
3.930750448911207E-4,7.907111109248347E-7,1.3877988675751348E-6,5.430141552418975E-6,5.789810200679824E-6,7.716581373787088E-6,8.633112203284521E-7,4.759051094816266E-6,1.3722837720048917E-4,5.51659284433515E-5,4.0404952968532484E-5,1.8961771282059904E-5,1.3856413817046535E-5,4.370011196750631E-5,5.702008379160425E-5,
4.070393654688505E-4,5.886798152736735E-7,1.4229179938696622E-6,5.809287488870729E-6,6.523984028748896E-6,9.263127911964841E-6,9.156111968419286E-7,5.1391781616816495E-6,1.499588788124478E-4,6.578908247947304E-5,4.715944570695544E-5,1.8675119951069758E-5,1.1954168347202689E-5,3.20271922922949E-5,5.1812691282155445E-5,
4.1498772338795215E-4,5.072548051390724E-7,1.4299815140657867E-6,6.043628983836447E-6,7.120378339201021E-6,1.0692086977376516E-5,9.380663036497937E-7,5.402515495043452E-6,1.5874633918797052E-4,7.393378180077944E-5,5.186378494445695E-5,1.881059407778315E-5,1.0290481150104298E-5,2.2019687157020582E-5,4.718914265152513E-5,
4.1791705124313454E-4,4.594865722714895E-7,1.4076910297576685E-6,6.160339702850802E-6,7.5863865168052544E-6,1.1982262309116361E-5,9.389999757306825E-7,5.570682184739252E-6,1.6377651166981028E-4,7.969823508378181E-5,5.44770251383847E-5,1.9388642585361438E-5,8.942292144453777E-6,1.4213044947556339E-5,4.3315451382514693E-5,
