-0.2013529411555795,-0.24590849960481093,-0.1632538890831251,-0.2031424519529189,-0.29252200204973977,-0.2365426020259601,-0.054007782518994074,0.03354356555206528,-0.269574226874556,-0.34886701309507606,-0.3476803827640131,-0.24161590170562652,-0.104962220792433,-0.3017192851156945,0.3745432994673286,0.2852713608273068,0.4245954898923337,0.2976547544126626,0.3099021978935353,0.4326351000182032,0.24452820641577822,0.10977730800380237,0.25031834353863586,0.1055500376340261,0.18553877915275763,0.20878977431559892,0.19463704960088762,0.16725356442401557,0.6133896324104093,
-0.019565973474722664,-0.23867471768097315,-0.1658665538887476,-0.20616736908895855,-0.2904136619096948,-0.23038947918289482,-0.054027665928906954,0.02003971134437177,-0.26123433792038564,-0.011195439084923264,-0.3348386152135379,-0.23764853677588854,-0.11067452265988242,-0.29295969296717433,0.33708896952059575,0.294198554691309,0.410663076985831,0.27942485588467064,0.013577078532283099,0.3875952961738019,0.2638551388072171,0.12361434911315933,0.2367466757544428,0.12014831194268355,0.17701701962909216,0.20693444906395825,0.18103016426349222,0.01582807525497404,0.6141051611851915,
-0.006205161802482206,-0.23583984132222452,-0.17423671821701892,-0.2107369647417392,-0.2862336405116687,-0.22181603414000528,-0.06480275626362697,-0.009808400988585486,-0.24765542708363564,-0.004865420817976807,-0.3284759487759118,-0.23386321207685246,-0.11596667276557793,-0.28445441155844997,0.30338007256853616,0.29848759617423765,0.39696398332678057,0.27235934830165076,0.009124699405493597,0.33500855423835824,0.2756881070490581,0.13944276451025273,0.2276435989784878,0.1324752108721332,0.16946994385609315,0.20482192693926154,0.17658323329774572,0.007960223119434728,0.5244486515717681,
-0.0032521404022914924,-0.23405075847718426,-0.1814701861852266,-0.21470504914396843,-0.282242455435402,-0.21482634324688316,-0.07456265684125507,-0.03443255635764175,-0.23581868356701807,-0.003460360035143939,-0.32258181560291516,-0.2302820740712238,-0.12085609232643624,-0.276196057674495,0.2730420653116825,0.29879867306031677,0.3836054567424365,0.2653413251093849,0.008175577157963826,0.29202265217009155,0.27981820006463476,0.15432983637122455,0.2206462777172568,0.14266445311748976,0.16446053067601446,0.2011449989708478,0.17293128773776884,0.006302530173419668,0.4345466350134482,
-0.0025413784942570627,-0.23257732165852535,-0.18766072351361707,-0.21812180698424943,-0.27846246980725947,-0.2090857000678587,-0.08327521492429335,-0.05474389003508118,-0.22532164516725312,-0.0030805364135183533,-0.3168730007228881,-0.22688371385928108,-0.12535988033625278,-0.2681774046774695,0.24572158837204985,0.2957615169632791,0.3705821500726433,0.25941249967901475,0.00784624930598854,0.2559746074183522,0.27878814763016085,0.16762936942508205,0.21549651694666672,0.15111656866726847,0.16126764294831464,0.1965370463607643,0.16919593926820414,0.005812495429567077,0.3489776518255511,
-0.0023566661001773737,-0.231156563596784,-0.1929241884019932,-0.22104846698277758,-0.2748920252678474,-0.20432404010251853,-0.09098566118731166,-0.0715115300768856,-0.21586335575622512,-0.002953215689411315,-0.31124882002982324,-0.22364946975216127,-0.12949436840302075,-0.2603913833545029,0.2210943455820728,0.28996395236386985,0.3578270814660238,0.2541213159489709,0.007694542312902064,0.22526805150742152,0.27417359483094333,0.17908835566051956,0.2118928457700162,0.15816189690009747,0.1593802474672842,0.19144897539120276,0.165159721780768,0.005576592316383522,0.26805176459703633,
-0.0022966182970473037,-0.22970151763283392,-0.1973811551724538,-0.22354647511640313,-0.27151822864831343,-0.20032943576238388,-0.09777451897150846,-0.08536755150401698,-0.20722472351067778,-0.0028890274585731124,-0.3056833460800468,-0.2205652324309797,-0.13327538827406726,-0.2528310832557141,0.19886984584735307,0.2819406464951357,0.34524106457739223,0.2489929525786089,0.0075864934347812385,0.1988392831250117,0.26703485751870704,0.18863813957311032,0.20953790953817264,0.16407225094906386,0.15843369431609655,0.18620341770169085,0.16081671663527047,0.005394850106743038,0.19121782028211848,
-0.002266020977556682,-0.2281848522044807,-0.20114576287267294,-0.22567273480317113,-0.26832354641773676,-0.1969376448071647,-0.10373635762845501,-0.0968274735678718,-0.19924686791916024,-0.0028401507904980416,-0.30017398764290065,-0.21761953679831342,-0.13671837098355488,-0.24548976019863245,0.178792384679478,0.2721685590755383,0.3327318838420035,0.24374045802526872,0.00747869925016309,0.1759221415980236,0.25812438830145146,0.1963048604006779,0.208154849373421,0.16906981188251624,0.15816546792694114,0.18102364998095377,0.1562320129556825,0.005222487293761652,0.11794858697371197,
-0.0022422731426434694,-0.22660079003257838,-0.20432003755127603,-0.22747753790076808,-0.265289552511955,-0.19402225707582466,-0.10896669567092965,-0.10630918481959084,-0.1918140293653553,-0.0027946255202638826,-0.2947244567590044,-0.21480225740293984,-0.1398383517545133,-0.2383608430191021,0.16063919525743256,0.2610666438422752,0.3202278383339024,0.23821646484371645,0.007357729001912311,0.1559386233211244,0.24799597651477118,0.20216689534133298,0.20749294802623092,0.1733337263047734,0.15838525796677538,0.17605895853090758,0.15149260484775762,0.00505059634219257,0.047860565948359246,
-0.0022200722281205953,-0.2249523083789311,-0.20699240570438754,-0.22900417917565852,-0.26239875929460516,-0.1914861630148189,-0.11355537132511517,-0.11415085209215026,-0.18484085806614148,-0.0027495981430605276,-0.28933974190131473,-0.2121040431405785,-0.14264995530002755,-0.23143793811989843,0.14421695353955796,0.24899836696892103,0.307681734145439,0.23235806049728053,0.007220065589859631,0.13843810843137166,0.23706743232535396,0.20633271526258215,0.20732955358224253,0.177005654377768,0.15895437220651315,0.1714049870453211,0.14668752674032565,0.004878767685405849,-0.019307947486866983,
